Specified Values,Specified Attribute Names,productivity_class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"2023.0, [12.125,33.875], 1.0, 4.0, [659.7423265422522,1863.1376500000001], [2000.4,2011.6], 3.0, [2.25,7.75], [15.374399999999998,43.605599999999995], 0.0, [23.075499999999998,59.2245], [3.4934999999999996,5.3465], [-430.465,430.465], [-364.315,364.315]","survey_year, country, region, industry, annual_revenue_usd_millions, company_founding_year, ai_adoption_stage, years_using_ai, ai_failure_rate, ai_ethics_committee, remote_work_percentage, employee_satisfaction_score, jobs_displaced, jobs_created",0.0,0.1,1.0,1,1.5,3670,3670,0.35,0.0007285009708437803,0,0
"[18.62,31.38], 1.0, [-1199.7566000000002,1597.0766000000003], [2016.24,2027.76], [22.421899999999997,42.018100000000004], 3.0, 2.0, [26.968399999999995,51.6916], 0.0, [58.545,79.455], [3.11625,5.023750000000001], [2.161249999999999,10.43875], [-493.53,525.53], [-186.18,230.18], [43.22,64.78], 2.0","country, company_size, annual_revenue_usd_millions, company_founding_year, ai_adoption_rate, ai_adoption_stage, num_ai_tools_used, ai_training_hours, data_privacy_level, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, jobs_displaced, jobs_created, innovation_score, survey_source",0.0,1.0,1.0,2,1.0,4671,3671,0.4,0.0009713346277917071,2,2
"2025.0, 1.0, 2.0, [-4681.32,4747.32], [1979.44,1990.3391077462397], [28.35,41.65], 3.0, [1.5499999999999998,8.45], 3.0, 2.0, [4.13,11.870000000000001], [21.3154,53.7646], [4.659555567726025,13.280000000000001], [-86610.546,224374.606], [72.95,99.05], 0.0, [48.86,63.14], [15.201499999999996,55.2585], [10.60355,35.99645], [-384.54,388.54], [-250.79000000000002,254.79000000000002], [-730.32,736.32], [27.240000000000002,52.76], [2.418799999999999,6.0212]","survey_year, quarter, region, num_employees, company_founding_year, company_age, ai_adoption_stage, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_budget_percentage, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_risk_management_score, remote_work_percentage, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, innovation_score, customer_satisfaction",0.0,1.0,1.0,1,2.0,4675,3675,0.6,0.0009713346277917071,1,1
"2026.0, [12.36,21.64], 4.0, 2.0, 1.0, [-2968.2239,3224.7639], [1996.76,2009.24], [18.275,27.725], 1.0, 1.0, 2.0, [7.090950000000001,31.009050000000002], [-102972.5976,122491.6376], [38.11,61.89], 2.0, 0.0, [5.8725000000000005,7.5075], [15.15775,42.54225], [6.709499999999999,13.0305], [2.308649999999999,14.251349999999999], [-1.3470499999999994,11.22705], [5.9064,8.813600000000001], 2.0","survey_year, country, region, industry, company_size, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_primary_tool, num_ai_tools_used, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, time_saved_per_week, revenue_growth_percent, cost_reduction_percent, customer_satisfaction, data_collection_method",2.0,1.0,1.0,1,1.0,4678,3678,0.575,0.00048566731389585355,2,2
"3.0, [-4819.75,5001.75], [-3734.98875,3756.52875], [1979.16,2002.84], [24.475,39.525], 2.0, 3.0, 2.0, [2.51,13.49], [1.6003999999999996,12.779600000000002], [0.0897,0.5363], [21.990699999999997,47.8693], 1.0, [44.66,79.34], [24.683999999999997,79.396], [1.2035999999999998,17.136400000000002], [0.7942500000000003,7.265750000000001], [-541.67,547.67], [-581.275,597.275], [2.4694499999999993,9.730550000000001], [3.2556000000000003,6.9844], 2.0","industry, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_adoption_stage, num_ai_tools_used, ai_projects_active, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, cost_reduction_percent, customer_satisfaction, survey_source",0.0,1.0,1.0,1,1.0,4680,3680,0.55,0.00048566731389585355,2,2
"2026.0, 8.0, 0.0, [2858.4695999999994,6054.8504], [21.2,40.8], 2.0, [7.199999999999999,12.8], 6.0, [2.8499999999999996,9.15], [8.1816,60.7184], [0.27790000000000004,0.6321], [10.78045,38.61955], [4.5125,6.1475], [9.357800000000001,27.2822], [4.991499999999999,10.1085], [-347.885,707.885], [-100.66000000000003,632.6600000000001], [28.36,55.64], [4.9399999999999995,8.1], 2.0, 0.0","survey_year, industry, company_size, annual_revenue_usd_millions, company_age, company_age_group, years_using_ai, ai_use_case, ai_projects_active, ai_training_hours, ai_maturity_score, ai_failure_rate, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_created, reskilled_employees, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,1.0,1.0,1,1.0,4681,3681,0.525,0.00048566731389585355,1,1
"4.0, 8.0, 0.0, [2858.4695999999994,6054.8504], [21.2,40.8], 2.0, [7.199999999999999,12.8], 6.0, [8.1816,60.7184], [0.27790000000000004,0.6321], [10.78045,38.61955], [-51969.75280000002,430057.2328], 0.0, [4.5125,6.1475], [9.357800000000001,27.2822], [4.991499999999999,10.1085], [-347.885,707.885], [-100.66000000000003,632.6600000000001], [28.36,37.93465584739067], [4.9399999999999995,8.1], 2.0, 0.0","region, industry, company_size, annual_revenue_usd_millions, company_age, company_age_group, years_using_ai, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_created, reskilled_employees, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,0.1,1.0,1,1.0,3681,3681,0.55,0.00048566731389585355,0,0
"2024.0, 0.0, 2.0, 3.0, [-3141.0950000000003,3341.0950000000003], [-3336.0346000000004,3456.2746], [15.825,30.175], 1.0, [26.435299999999994,73.1647], 0.0, [2.4288,18.2112], [14.49035,27.429650000000002], 0.0, [52.8015,92.85849999999999], [7.488300000000001,30.3917], [-433.25,445.25], [-322.14,332.14], [-3.1534500000000003,3.75345], [56.74,71.26], 2.0","survey_year, quarter, region, industry, num_employees, annual_revenue_usd_millions, company_age, company_age_group, ai_adoption_rate, ai_use_case, ai_budget_percentage, ai_failure_rate, data_privacy_level, remote_work_percentage, task_automation_rate, jobs_displaced, jobs_created, cost_reduction_percent, innovation_score, survey_source",1.0,1.0,1.0,1,2.0,4688,3688,0.5,0.0009713346277917071,1,1
"0.0, 2.0, 3.0, [-3141.0950000000003,3341.0950000000003], [-3336.0346000000004,3456.2746], [15.825,30.175], [26.435299999999994,73.1647], 2.0, 0.0, [2.4288,18.2112], [14.49035,27.429650000000002], 0.0, [52.8015,92.85849999999999], [7.488300000000001,30.3917], [-3.1534500000000003,3.75345], [56.74,71.26], 2.0","quarter, region, industry, num_employees, annual_revenue_usd_millions, company_age, ai_adoption_rate, ai_adoption_stage, ai_use_case, ai_budget_percentage, ai_failure_rate, data_privacy_level, remote_work_percentage, task_automation_rate, cost_reduction_percent, innovation_score, survey_source",1.0,1.0,1.0,1,2.0,4688,3688,0.425,0.0009713346277917071,1,1
"2023.0, 2.0, [-2807.3277000000003,3785.2077000000004], [14.836950000000002,54.78305], 3.0, [2.05,5.95], [26.502200000000002,40.6178], [-64304.64679999999,495468.62679999997], [60.18,93.82], 2.0, [42.015,65.985], [30.639,75.581], [0.9772500000000002,5.6427499999999995], [-4.21675,4.676750000000001], [4.5622,10.9378], [37.24,62.76], 3.0","survey_year, quarter, annual_revenue_usd_millions, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_risk_management_score, remote_work_percentage, time_saved_per_week, revenue_growth_percent, cost_reduction_percent, innovation_score, data_collection_method",1.0,1.0,1.0,1,2.0,4692,3692,0.425,0.0009713346277917071,1,1
"1.0, [-2344.3100000000004,4334.31], [-3196.1884,3995.6684000000005], [1993.24,2004.76], 0.0, 2.0, [20.4105,70.62950000000001], [0.40745,0.7385499999999999], [8.584899999999998,32.8951], [57.53,82.47], 0.0, 1.0, [32.757999999999996,64.022], [6.0555,8.3445], [-124.31,262.31], 0.0","company_size, num_employees, annual_revenue_usd_millions, company_founding_year, ai_primary_tool, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, remote_work_percentage, employee_satisfaction_score, jobs_created, survey_source",2.0,1.0,1.0,1,2.0,4693,3693,0.4,0.0009713346277917071,1,1
"3.0, 2.0, 5.0, 0.0, [2005.8,2020.2], [0.7499999999999982,25.25], 2.0, 0.0, [29.6124,69.7876], 2.0, 1.0, [63.86,78.14], [3.55075,7.52925], [16.1404,40.0396], [-398.1650000000001,814.1650000000001], [7.946399999999999,13.6136], [59.5,70.5], 1.0","quarter, region, industry, company_size, company_founding_year, company_age, ai_adoption_stage, ai_primary_tool, ai_training_hours, data_privacy_level, ai_ethics_committee, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, jobs_displaced, cost_reduction_percent, innovation_score, survey_source",2.0,1.0,1.0,1,2.0,4695,3695,0.45,0.0009713346277917071,1,1
"1.0, 3.0, 1.0, 3.0, 3.0, 3.0, [12.7776,49.8624], [0.21749999999999997,0.7565], [60.4,83.6], 2.0, [27.317,83.983], [3.8604999999999996,7.2395], [13.32255,28.75745], [44.5,77.5], 3.0, 0.0","region, industry, company_size, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_maturity_score, regulatory_compliance_score, data_privacy_level, remote_work_percentage, employee_satisfaction_score, task_automation_rate, innovation_score, survey_source, data_collection_method",1.0,1.0,1.0,1,1.0,4696,3696,0.4,0.00048566731389585355,1,1
"[3.7200000000000006,22.28], 1.0, 0.0, [-3470.84185,3820.90185], 1.0, 3.0, 2.0, [3.177199999999999,12.6028], [26.256749999999997,51.74325], [46.18,79.82], 1.0, [0.16460000000000008,26.0554], [-834.1750000000001,868.1750000000001], [-11.289196552648109,4.116350000000001]","country, region, industry, annual_revenue_usd_millions, company_age_group, ai_adoption_stage, ai_primary_tool, ai_budget_percentage, ai_failure_rate, regulatory_compliance_score, ai_ethics_committee, task_automation_rate, reskilled_employees, cost_reduction_percent",0.0,1.0,1.0,1,1.0,4697,3697,0.35,0.00048566731389585355,1,1
"2025.0, 3.0, [14.344999999999999,25.655], 2.0, 8.0, [10548.185,18601.815000000002], [1993.04,2010.96], [6.199999999999999,11.8], 0.0, [37.3799,58.240100000000005], [-36842.611600000004,266367.9116], [51.25,94.75], [84.37,97.63], [53.3335,101.20649999999999], [5.086749999999999,8.19325], [8.4435,43.2965], [5.1376,9.182400000000001], 2.0, 1.0","survey_year, quarter, country, region, industry, num_employees, company_founding_year, years_using_ai, ai_use_case, ai_training_hours, ai_investment_per_employee, regulatory_compliance_score, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, customer_satisfaction, survey_source, data_collection_method",2.0,1.0,1.0,1,2.0,4699,3699,0.475,0.0009713346277917071,1,1
"2026.0, 2.0, [23.2,34.8], 1.0, 0.0, [1679.3999999999996,9536.6], [5722.8223,12315.3577], [2000.32,2015.68], [34.965450000000004,67.37455], 2.0, 3.0, 4.0, [0.14999999999999947,11.850000000000001], [5.1244000000000005,18.4956], [0.2832,0.4988], [14.79615,29.30385], [62.35,77.65], [14.046,76.57400000000001], [4.328749999999999,5.69125], [25.743219617621147,38.8375], [-4.829999999999984,662.8299999999999], [-57.185,701.185], [-1133.476381437375,1225.46], [-6.8161000000000005,3.8561], [0.7294499999999999,7.990550000000001], [43.56,66.44], 3.0","survey_year, quarter, country, region, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, ai_adoption_rate, ai_adoption_stage, num_ai_tools_used, ai_use_case, ai_projects_active, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, revenue_growth_percent, cost_reduction_percent, innovation_score, data_collection_method",2.0,1.0,1.0,1,1.0,4701,3701,0.675,0.00048566731389585355,1,1
"2025.0, 3.0, 6.0, 2.0, [-2600.8050000000003,2702.8050000000003], [-1828.3476500000002,1867.46765], [2007.08,2026.92], [2.9250000000000007,13.075], 3.0, [1.9145000000000003,24.5255], [5.949999999999999,10.05], 1.0, [5.182099999999998,30.6779], [-1.5823999999999998,8.0624], [-0.13775,0.43975], [-162514.33800000002,187343.958], 2.0, [33.72,62.28], [4.2165,6.7235], [-5.946950000000001,14.46695], [-3.89975,4.97975], [-613.95,615.95], [-385.62,387.62], [-574.18,578.18], [2.3216,14.5184], [-1.2094000000000005,3.7494000000000005]","survey_year, quarter, industry, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_investment_per_employee, data_privacy_level, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, jobs_created, reskilled_employees, revenue_growth_percent, cost_reduction_percent",0.0,1.0,1.0,1,1.0,4702,3702,0.65,0.00048566731389585355,2,2
"2025.0, 0.0, 1.0, [-905.4834999999999,2091.1235], [2011.76,2032.24], 0.0, [-14.86635,38.64635], 3.0, [1.2515999999999998,7.6084], [18.7438,35.9962], [62.3,79.7], 1.0, 0.0, [48.74,75.26], [21.462,48.818], [4.3142499999999995,7.96575], [1.5188000000000006,29.401200000000003], [-227.26,405.26], [-2.0902000000000003,9.0902], [-0.7872000000000003,10.5472], 3.0","survey_year, quarter, region, annual_revenue_usd_millions, company_founding_year, company_age_group, ai_adoption_rate, ai_adoption_stage, ai_budget_percentage, ai_failure_rate, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, jobs_displaced, revenue_growth_percent, cost_reduction_percent, data_collection_method",1.0,1.0,1.0,1,1.0,4707,3707,0.525,0.00048566731389585355,2,2
"1.0, [-0.875,20.875], [-2224.22525,2270.68525], [2007.76,2028.24], 3.0, [0.32750000000000057,38.0125], 3.0, [2.0500000000000003,7.949999999999999], 3.0, 2.0, [0.5699999999999998,5.43], [2.666499999999999,37.4335], [-2.1904,8.5504], [-236477.97160000002,261098.2716], 0.0, [15.725499999999997,51.8745], [4.895149999999999,26.304850000000002], [-419.68,423.68], [-391.84999999999997,393.84999999999997], [-13.893500000000001,3.8935000000000013], [-5.5627,7.542700000000001], [41.5,52.5], [3.4151999999999996,5.1848]","quarter, country, annual_revenue_usd_millions, company_founding_year, company_age_group, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_budget_percentage, ai_investment_per_employee, ai_ethics_committee, remote_work_percentage, task_automation_rate, jobs_displaced, reskilled_employees, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction",0.0,1.0,1.0,1,1.0,4709,3709,0.575,0.00048566731389585355,2,2
"2024.0, 3.0, [4.720000000000001,23.28], 0.0, 2.0, [2005.96,2020.04], [4.874999999999999,17.125], 3.0, [-0.6499999999999999,6.65], [-5.5727,16.8327], [47.6,82.4], [32.385000000000005,69.615], [4.55875,5.921250000000001], [-289.96500000000003,289.96500000000003], [8.75865,20.70135], [-5.6672,5.6672], [54.74,69.26], 0.0, 2.0","survey_year, quarter, country, region, company_size, company_founding_year, company_age, ai_adoption_stage, years_using_ai, ai_training_hours, regulatory_compliance_score, ai_risk_management_score, employee_satisfaction_score, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, survey_source, data_collection_method",0.0,1.0,1.0,1,3.0,4716,3716,0.475,0.0014570019416875607,1,1
"2024.0, [4.720000000000001,23.28], 0.0, 2.0, [2005.96,2020.04], [4.874999999999999,17.125], 3.0, [-0.6499999999999999,6.65], 0.0, [47.6,82.4], [32.385000000000005,69.615], [4.55875,5.921250000000001], [-289.96500000000003,289.96500000000003], [8.75865,20.70135], [-5.6672,5.6672], [54.74,69.26], 0.0, 2.0","survey_year, country, region, company_size, company_founding_year, company_age, ai_adoption_stage, years_using_ai, ai_primary_tool, regulatory_compliance_score, ai_risk_management_score, employee_satisfaction_score, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, survey_source, data_collection_method",0.0,1.0,1.0,2,3.0,4716,3716,0.45,0.0029140038833751214,1,1
"2023.0, 2.0, [23.634999999999998,34.365], 1.0, 2.0, [-3189.0950000000003,3293.0950000000003], [-1989.3880000000004,2006.0880000000002], [2011.76,2024.24], [-0.6000000000000005,10.600000000000001], [1.0107999999999997,6.929200000000001], [-121904.53520000001,134658.2152], [62.11,85.89], 2.0, [34.68,67.32], [4.378,6.122], [1.236699999999999,28.1233], [3.1247499999999997,9.29525], [-438.25,440.25], [-849.1750000000001,853.1750000000001], [-9.167599999999998,9.1276], [3.9807499999999996,10.17925], [1.1840000000000002,4.976]","survey_year, quarter, country, region, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, ai_budget_percentage, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, revenue_growth_percent, cost_reduction_percent, customer_satisfaction",1.0,1.0,1.0,1,3.0,4730,3730,0.55,0.0014570019416875607,1,1
"2023.0, 2.0, [21.605,36.395], 1.0, 2.0, [-3189.0950000000003,3293.0950000000003], [-1989.3880000000004,2006.0880000000002], [2011.76,2024.24], [0.39261995278043194,10.600000000000001], 0.0, [1.0107999999999997,6.929200000000001], [-121904.53520000001,134658.2152], [62.11,85.89], 2.0, [34.68,67.32], [4.378,6.122], [1.236699999999999,28.1233], [3.1247499999999997,9.29525], [-438.25,440.25], [-849.1750000000001,853.1750000000001], [-9.167599999999998,9.1276], [3.9807499999999996,10.17925], [1.1840000000000002,4.976]","survey_year, quarter, country, region, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_budget_percentage, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, revenue_growth_percent, cost_reduction_percent, customer_satisfaction",1.0,1.0,1.0,1,3.0,4730,3730,0.575,0.0014570019416875607,1,1
"2025.0, 0.0, [8.415000000000001,29.585], 1.0, 2.0, [-5595.76,6975.76], [-2986.4539,3206.5339], [2001.56,2012.44], [12.399999999999999,23.6], [5.905299999999997,52.6347], 0.0, 1.0, [3.8539999999999996,11.526000000000002], [0.06595000000000001,0.32005], [-166556.68240000002,191076.24240000002], [50.83,93.17], 2.0, 0.0, [-575.18,577.18], [40.9,65.1], [3.8688,5.8911999999999995], 2.0, 2.0","survey_year, quarter, country, region, industry, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, ai_adoption_rate, ai_primary_tool, num_ai_tools_used, ai_budget_percentage, ai_maturity_score, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, reskilled_employees, innovation_score, customer_satisfaction, survey_source, data_collection_method",1.0,1.0,1.0,1,1.0,4731,3731,0.575,0.00048566731389585355,2,2
"[18.65,27.35], 8.0, 0.0, [11452.83,18917.17], [-2070.3039,4122.6839], [1999.36,2016.64], 1.0, [41.349000000000004,86.571], [0.14999999999999947,5.8500000000000005], 2.0, [6.14,15.86], [11.121199999999998,22.7388], [0.41425,0.83775], [-0.46745000000000125,26.587450000000004], [-124616.15400000001,147495.85400000002], [58.019999999999996,93.98], 2.0, 0.0, [47.68,80.32], [42.0475,66.4725], [5.785,9.055], [19.880900000000004,48.7591], [8.467,16.293], [642.77,1505.23], [2.3299000000000003,13.3101], [4.5732,7.6068], 0.0","country, industry, company_size, num_employees, annual_revenue_usd_millions, company_founding_year, company_age_group, ai_adoption_rate, years_using_ai, ai_use_case, ai_projects_active, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_created, cost_reduction_percent, customer_satisfaction, survey_source",2.0,1.0,1.0,1,2.0,4734,3734,0.675,0.0009713346277917071,1,1
"2026.0, 1.0, [-7.005000000000001,13.005], 8.0, [2003.44,2016.56], [5.15,26.85], [47.95805,83.38195], [3.15,6.85], 0.0, [24.439099999999996,57.6609], [11.451999999999998,23.508000000000003], [0.37844999999999995,0.86355], [7.857749999999999,25.50225], [63.7745,105.7855], [5.325749999999999,8.21425], [5.623499999999999,15.5565], [-398.465,462.465], [-840.5550000000001,966.5550000000001], [0.5198999999999998,11.5001], [59.64,76.36], 0.0","survey_year, quarter, country, industry, company_founding_year, company_age, ai_adoption_rate, years_using_ai, ai_primary_tool, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_failure_rate, remote_work_percentage, employee_satisfaction_score, time_saved_per_week, jobs_displaced, reskilled_employees, cost_reduction_percent, innovation_score, data_collection_method",2.0,1.0,1.0,1,1.0,4735,3735,0.525,0.00048566731389585355,2,2
"2026.0, 6.0, 0.0, [-1485.125,13247.125], [2003.72,2014.28], [8.425,25.575], 1.0, 2.0, 3.0, [35.652699999999996,90.5073], [14.8576,24.5024], [0.571,0.879], 2.0, [53.15,88.85], [12.81775,17.18225], [-88.755,996.755], [44.15499999999997,1379.845], [3.7551,10.4849], [49.36,76.64], [5.031999999999999,8.508]","survey_year, industry, company_size, num_employees, company_founding_year, company_age, company_age_group, ai_adoption_stage, num_ai_tools_used, ai_training_hours, ai_budget_percentage, ai_maturity_score, data_privacy_level, ai_risk_management_score, time_saved_per_week, jobs_created, reskilled_employees, cost_reduction_percent, innovation_score, customer_satisfaction",2.0,1.0,1.0,1,1.0,4737,3737,0.5,0.00048566731389585355,2,2
"2025.0, [1992.96,2007.04], [19.575,30.425], [4.6,9.4], 0.0, 2.0, [5.5,14.5], [2.3127999999999957,36.3072], [3.137199999999999,18.0428], [0.17625,0.59975], 0.0, [19.9714,53.828599999999994], [4.28425,10.755749999999999], [-295.96999999999997,441.96999999999997], [-366.925,450.925], [-373.23,517.23], [-0.30955000000000066,12.649550000000001], [2.137299999999999,15.2427], [44.34,67.66], 1.0, 3.0","survey_year, company_founding_year, company_age, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_budget_percentage, ai_maturity_score, data_privacy_level, task_automation_rate, time_saved_per_week, jobs_displaced, jobs_created, reskilled_employees, revenue_growth_percent, cost_reduction_percent, innovation_score, survey_source, data_collection_method",2.0,1.0,1.0,1,2.0,4742,3742,0.525,0.0009713346277917071,1,1
"2023.0, 1.0, 4.0, 1.0, [9.45,18.55], 2.0, [5.15,8.85], [8.667499999999997,66.61250000000001], [8.2884,18.3716], [18.67355,37.88645], [42.54,85.46000000000001], 0.0, [27.004999999999995,56.315], [10.499349999999998,33.90065], [765.665,1310.335], [634.25,1377.75], [-8.2553,8.515300000000002], [56.4,69.6], 0.0","survey_year, quarter, region, industry, company_age, ai_adoption_stage, years_using_ai, ai_training_hours, ai_budget_percentage, ai_failure_rate, regulatory_compliance_score, ai_ethics_committee, remote_work_percentage, task_automation_rate, jobs_displaced, jobs_created, revenue_growth_percent, innovation_score, survey_source",1.0,1.0,1.0,1,1.0,4745,3745,0.475,0.00048566731389585355,1,1
"1.0, [8.59,25.41], 2.0, 2.0, 2.0, 2.0, [3.2,6.8], 3.0, [-3.0409303583480227,18.3], [26.9162,47.0038], [0.36305,0.5709500000000001], [13.822700000000001,24.017300000000002], [-186072.68,202658.76], [59.47,92.53], 0.0, [4.9365000000000006,7.4435], [14.525649999999999,40.91435], [-427.465,433.465], [-339.01,345.01], [-860.2700000000001,394.2741430645666], [46.5,57.5], [5.7624,8.037600000000001], 2.0","quarter, country, industry, company_size, company_age_group, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, innovation_score, customer_satisfaction, survey_source",1.0,1.0,1.0,1,2.0,4746,3746,0.575,0.0009713346277917071,1,1
"2025.0, 1.0, [8.59,25.41], 2.0, 2.0, 2.0, 2.0, [3.2,6.8], 3.0, [0.36305,0.5709500000000001], [13.822700000000001,24.017300000000002], [-186072.68,202658.76], [59.47,92.53], 0.0, [4.9365000000000006,7.4435], [14.525649999999999,40.91435], [-427.465,433.465], [-339.01,345.01], [-860.2700000000001,394.2741430645666], [46.5,57.5], [5.7624,8.037600000000001], 2.0","survey_year, quarter, country, industry, company_size, company_age_group, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, jobs_displaced, jobs_created, reskilled_employees, innovation_score, customer_satisfaction, survey_source",1.0,1.0,1.0,2,2.0,4746,3746,0.55,0.0019426692555834142,1,1
"2023.0, 1.0, [-3.584999999999999,17.585], 7.0, [-2379.8932000000004,3213.7732000000005], [1994.28,2015.72], [6.274999999999999,29.725], 1.0, [8.448049999999999,43.87195], 3.0, [0.14999999999999947,5.8500000000000005], 2.0, [3.7600000000000002,10.24], [2.966799999999999,52.4132], [-0.0016500000000000403,0.5296500000000001], [-132777.4492,201531.58920000002], [52.28,91.72], 0.0, [-3.4110000000000014,41.531], [2.2377499999999997,5.562250000000001], [6.76725,11.432749999999999], [-383.11,425.11], [-901.6500000000001,931.6500000000001], [-10.506450000000001,7.0264500000000005], [1.0881499999999997,9.411850000000001], [45.7,74.3], [3.8331999999999997,6.8668], 3.0","survey_year, quarter, country, industry, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_primary_tool, ai_projects_active, ai_training_hours, ai_maturity_score, ai_investment_per_employee, regulatory_compliance_score, ai_ethics_committee, remote_work_percentage, employee_satisfaction_score, time_saved_per_week, jobs_displaced, reskilled_employees, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction, data_collection_method",0.0,1.0,1.0,1,2.0,4747,3747,0.7,0.0009713346277917071,1,1
"1.0, 2.0, [-6563.405000000001,6597.405000000001], [-3165.1308000000004,3227.6308000000004], [4.55,9.45], 4.0, [17.4173,39.8227], [19.6423,48.6577], [40.21,69.79], [46.86,61.14], [33.442499999999995,87.17750000000001], [3.5049999999999994,6.775], [-1.9353999999999996,23.955399999999997], [-0.5649999999999995,8.465], [-333.83,333.83], [2.1968500000000004,13.123149999999999], [-2.74505,2.74505], [4.6575999999999995,8.7024]","quarter, company_size, num_employees, annual_revenue_usd_millions, years_using_ai, ai_primary_tool, ai_training_hours, ai_failure_rate, regulatory_compliance_score, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, revenue_growth_percent, cost_reduction_percent, customer_satisfaction",1.0,1.0,1.0,1,2.0,4748,3748,0.45,0.0009713346277917071,1,1
